date,region,zone,indice_global,var_annuelle_pct
2018-05-01,Diourbel,Centre,81.40155,
2018-06-01,Diourbel,Centre,81.79099000000001,
2018-07-01,Diourbel,Centre,81.96274,
2018-08-01,Diourbel,Centre,81.774025,
2018-09-01,Diourbel,Centre,81.26895,
2018-10-01,Diourbel,Centre,80.40007,
2018-11-01,Diourbel,Centre,79.71025,
2018-12-01,Diourbel,Centre,79.33354,
2019-01-01,Diourbel,Centre,79.72637999999999,0.7943430225288761
2019-02-01,Diourbel,Centre,80.0696,1.056663954812409
2019-03-01,Diourbel,Centre,80.5916,0.9615143700998363
2019-04-01,Diourbel,Centre,81.41763,0.8777624408222717
2019-05-01,Diourbel,Centre,82.11707,0.8790004612934332
2019-06-01,Diourbel,Centre,82.67128,1.0762676915880176
2019-07-01,Diourbel,Centre,82.95383,1.2091957882325532
2019-08-01,Diourbel,Centre,82.69569,1.1270877274293545
2019-09-01,Diourbel,Centre,82.11348,1.0391791699043695
2019-10-01,Diourbel,Centre,81.31658999999999,1.1399492562630842
2019-11-01,Diourbel,Centre,80.61775,1.138498499251983
2019-12-01,Diourbel,Centre,80.103895,0.9710331847034626
2020-01-01,Diourbel,Centre,81.14874,1.7840519035230429
2020-02-01,Diourbel,Centre,81.47563,1.75600977149879
2020-03-01,Diourbel,Centre,82.44035,2.2939735654832427
2020-04-01,Diourbel,Centre,83.53778,2.6040428835867546
2020-05-01,Diourbel,Centre,84.55097500000001,2.9639452552313594
2020-06-01,Diourbel,Centre,85.322025,3.2063674349786186
2020-07-01,Diourbel,Centre,85.61561,3.208748770249681
2020-08-01,Diourbel,Centre,85.23161,3.066568523704194
2020-09-01,Diourbel,Centre,84.53558000000001,2.9496983930044296
2020-10-01,Diourbel,Centre,83.71556,2.950160600684315
2020-11-01,Diourbel,Centre,83.0315,2.994067683605639
2020-12-01,Diourbel,Centre,82.27355,2.7085511884284763
2021-01-01,Diourbel,Centre,82.79961,2.0343753951078014
2021-02-01,Diourbel,Centre,83.34009,2.288365244920487
2021-03-01,Diourbel,Centre,84.32862,2.290468199128215
2021-04-01,Diourbel,Centre,85.3424,2.1602441434282804
2021-05-01,Diourbel,Centre,86.38649000000001,2.1708974970424677
2021-06-01,Diourbel,Centre,87.24244,2.250784601045286
2021-07-01,Diourbel,Centre,87.4361,2.1263528928894937
2021-08-01,Diourbel,Centre,87.28791,2.412602554380938
2021-09-01,Diourbel,Centre,86.70102,2.561572298906545
2021-10-01,Diourbel,Centre,86.04374,2.7810600562189425
2021-11-01,Diourbel,Centre,85.38211,2.8309858306787117
2021-12-01,Diourbel,Centre,84.94011,3.241090241031297
2022-01-01,Diourbel,Centre,86.80436,4.836677370823361
2022-02-01,Diourbel,Centre,88.26695,5.911752675093096
2022-03-01,Diourbel,Centre,90.1586,6.913406148470114
2022-04-01,Diourbel,Centre,92.465035,8.345951133317087
2022-05-01,Diourbel,Centre,94.44628,9.329919527926167
2022-06-01,Diourbel,Centre,96.06044,10.107466045195434
2022-07-01,Diourbel,Centre,97.44825999999999,11.450830949687818
2022-08-01,Diourbel,Centre,97.90042,12.158052587122326
2022-09-01,Diourbel,Centre,98.16318,13.220328895784617
2022-10-01,Diourbel,Centre,98.02579,13.9255336878662
2022-11-01,Diourbel,Centre,97.92145,14.686144439391335
2022-12-01,Diourbel,Centre,95.66377,12.624965990743364
2023-01-01,Diourbel,Centre,95.42506,9.9311831801997
2023-02-01,Diourbel,Centre,96.40872999999999,9.224041388084657
2023-03-01,Diourbel,Centre,97.69228,8.356030373142431
2023-04-01,Diourbel,Centre,99.36323999999999,7.460338927033328
2023-05-01,Diourbel,Centre,100.81727,6.745623014479762
2023-06-01,Diourbel,Centre,101.83945,6.0160145008705035
2023-07-01,Diourbel,Centre,102.32619,5.005661465889699
2023-08-01,Diourbel,Centre,102.56988,4.769601601300577
2023-09-01,Diourbel,Centre,102.27735,4.191153954058957
2023-10-01,Diourbel,Centre,101.75252,3.8017852240721517
2023-11-01,Diourbel,Centre,101.32308,3.473835405827841
2023-12-01,Diourbel,Centre,98.69577,3.1694339455783593
2024-01-01,Diourbel,Centre,97.71614,2.4009206805843286
2024-02-01,Diourbel,Centre,98.3539,2.0176284865488947
2024-03-01,Diourbel,Centre,99.367885,1.7151867066671045
2024-04-01,Diourbel,Centre,100.36113,1.0042848844301178
2024-05-01,Diourbel,Centre,101.58528,0.7617841665421121
2024-06-01,Diourbel,Centre,102.46701,0.6162248519606228
2024-07-01,Diourbel,Centre,102.87952,0.5407511019417388
2024-08-01,Diourbel,Centre,102.81136000000001,0.23542973824286495
2024-09-01,Diourbel,Centre,102.42551999999999,0.1448707851738451
2024-10-01,Diourbel,Centre,102.22966,0.46892204733601783
2024-11-01,Diourbel,Centre,101.70669,0.3786008084238901
2024-12-01,Diourbel,Centre,99.37553,0.6887427900912124
2025-01-01,Diourbel,Centre,98.72993,1.0374846980242936
2025-02-01,Diourbel,Centre,99.50686999999999,1.1722666818499317
2025-03-01,Diourbel,Centre,100.84204,1.4835326322986564
2025-04-01,Diourbel,Centre,102.28934,1.9212717114683642
2025-05-01,Diourbel,Centre,103.61258,1.9956631511967027
2025-06-01,Diourbel,Centre,104.74392,2.2220907978089732
2025-07-01,Diourbel,Centre,105.233115,2.2877196549906165
2025-08-01,Diourbel,Centre,105.23044,2.352930648908824
2025-09-01,Diourbel,Centre,105.25497,2.7624463122081444
2025-10-01,Diourbel,Centre,104.90839,2.6203060833812852
2025-11-01,Diourbel,Centre,104.60082,2.845565026253438
2025-12-01,Diourbel,Centre,102.19691,2.8391093863851635
2026-01-01,Diourbel,Centre,99.27584999999999,0.552942760113373
2026-02-01,Diourbel,Centre,100.48195,0.9799122412352146
2026-03-01,Diourbel,Centre,102.17721,1.3240212117882733
2026-04-01,Diourbel,Centre,103.44933999999999,1.1340380141273698
2026-05-01,Diourbel,Centre,104.72236999999998,1.0710958070921484
2018-01-01,Kaolack,Centre-Sud,79.33603,
2018-02-01,Kaolack,Centre-Sud,79.51274,
2018-03-01,Kaolack,Centre-Sud,80.12478,
2018-04-01,Kaolack,Centre-Sud,80.90441,
2018-05-01,Kaolack,Centre-Sud,81.51142999999999,
2018-06-01,Kaolack,Centre-Sud,82.02864,
2018-07-01,Kaolack,Centre-Sud,82.10316999999999,
2018-08-01,Kaolack,Centre-Sud,81.88236,
2018-09-01,Kaolack,Centre-Sud,81.36200000000001,
2018-10-01,Kaolack,Centre-Sud,80.66105999999999,
2018-11-01,Kaolack,Centre-Sud,79.90344,
2018-12-01,Kaolack,Centre-Sud,79.49614,
2019-01-01,Kaolack,Centre-Sud,79.95567,0.7810322749953524
2019-02-01,Kaolack,Centre-Sud,80.15433,0.8069021392043796
2019-03-01,Kaolack,Centre-Sud,80.766895,0.8013937760577905
2019-04-01,Kaolack,Centre-Sud,81.60083,0.8607936205208055
2019-05-01,Kaolack,Centre-Sud,82.32236,0.994866609504963
2019-06-01,Kaolack,Centre-Sud,82.94552,1.1177559447529628
2019-07-01,Kaolack,Centre-Sud,83.11607,1.2336917076405163
2019-08-01,Kaolack,Centre-Sud,82.76266,1.07507893030927
2019-09-01,Kaolack,Centre-Sud,82.23841999999999,1.077185909884193
2019-10-01,Kaolack,Centre-Sud,81.63569,1.2083029903152909
2019-11-01,Kaolack,Centre-Sud,80.83086,1.1606759358545826
2019-12-01,Kaolack,Centre-Sud,80.24975,0.9479831347786405
2020-01-01,Kaolack,Centre-Sud,81.28461,1.6620960089509529
2020-02-01,Kaolack,Centre-Sud,81.75371,1.995375670908861
2020-03-01,Kaolack,Centre-Sud,82.57136,2.234164133708494
2020-04-01,Kaolack,Centre-Sud,83.71273,2.588086420199387
2020-05-01,Kaolack,Centre-Sud,84.64204,2.8178006558606805
2020-06-01,Kaolack,Centre-Sud,85.4906,3.0683754830881815
2020-07-01,Kaolack,Centre-Sud,85.6979,3.1062946070477215
2020-08-01,Kaolack,Centre-Sud,85.34763,3.1233529710137375
2020-09-01,Kaolack,Centre-Sud,84.68225,2.971640262543951
2020-10-01,Kaolack,Centre-Sud,83.76182,2.6044123593492063
2020-11-01,Kaolack,Centre-Sud,83.0019,2.68590486356326
2020-12-01,Kaolack,Centre-Sud,82.46647999999999,2.7622889790933636
2021-01-01,Kaolack,Centre-Sud,83.010175,2.1228680312300297
2021-02-01,Kaolack,Centre-Sud,83.39139,2.0031873782853538
2021-03-01,Kaolack,Centre-Sud,84.46481,2.293107440642861
2021-04-01,Kaolack,Centre-Sud,85.51493,2.1528386423427026
2021-05-01,Kaolack,Centre-Sud,86.51445,2.2121513139333526
2021-06-01,Kaolack,Centre-Sud,87.336,2.1585998928537187
2021-07-01,Kaolack,Centre-Sud,87.6104,2.2316766221809337
2021-08-01,Kaolack,Centre-Sud,87.305165,2.293602060186095
2021-09-01,Kaolack,Centre-Sud,86.95161,2.6798532159927335
2021-10-01,Kaolack,Centre-Sud,86.1501,2.8512751991300878
2021-11-01,Kaolack,Centre-Sud,85.45531,2.955847998660266
2021-12-01,Kaolack,Centre-Sud,84.96056,3.024356077766388
2022-01-01,Kaolack,Centre-Sud,86.89466999999999,4.679540791234316
2022-02-01,Kaolack,Centre-Sud,88.33755,5.931259809915623
2022-03-01,Kaolack,Centre-Sud,90.29674,6.904567712873555
2022-04-01,Kaolack,Centre-Sud,92.33243999999999,7.972303783678458
2022-05-01,Kaolack,Centre-Sud,94.51295999999999,9.245287925889834
2022-06-01,Kaolack,Centre-Sud,96.3607,10.333310433269215
2022-07-01,Kaolack,Centre-Sud,97.40075,11.17487193301252
2022-08-01,Kaolack,Centre-Sud,97.83825,12.064675669532265
2022-09-01,Kaolack,Centre-Sud,98.15198,12.881153091932385
2022-10-01,Kaolack,Centre-Sud,98.14609999999999,13.924534040006908
2022-11-01,Kaolack,Centre-Sud,97.9148,14.580123809743363
2022-12-01,Kaolack,Centre-Sud,95.81875,12.78027122231773
2023-01-01,Kaolack,Centre-Sud,95.61085,10.030741816500388
2023-02-01,Kaolack,Centre-Sud,96.4128,9.141356082436069
2023-03-01,Kaolack,Centre-Sud,97.75495,8.259666960291145
2023-04-01,Kaolack,Centre-Sud,99.25923,7.50201121079439
2023-05-01,Kaolack,Centre-Sud,100.75728,6.606839950838483
2023-06-01,Kaolack,Centre-Sud,101.92163,5.770952265809615
2023-07-01,Kaolack,Centre-Sud,102.41695,5.150063012861805
2023-08-01,Kaolack,Centre-Sud,102.40003999999999,4.662583396575459
2023-09-01,Kaolack,Centre-Sud,102.09295,4.0151711661853495
2023-10-01,Kaolack,Centre-Sud,101.84556,3.769339790373749
2023-11-01,Kaolack,Centre-Sud,101.25714,3.4135186917606086
2023-12-01,Kaolack,Centre-Sud,98.77528,3.0855443219620415
2024-01-01,Kaolack,Centre-Sud,97.83873,2.3301539521926706
2024-02-01,Kaolack,Centre-Sud,98.36711,2.0270233827873296
2024-03-01,Kaolack,Centre-Sud,99.22317,1.5019392879848992
2024-04-01,Kaolack,Centre-Sud,100.47739,1.2272511080329673
2024-05-01,Kaolack,Centre-Sud,101.5951,0.8315230423052489
2024-06-01,Kaolack,Centre-Sud,102.54261,0.6092720455903367
2024-07-01,Kaolack,Centre-Sud,102.79191,0.36611127357337736
2024-08-01,Kaolack,Centre-Sud,102.73398999999999,0.32612291948324046
2024-09-01,Kaolack,Centre-Sud,102.64795,0.5436222579521921
2024-10-01,Kaolack,Centre-Sud,102.13706,0.28621768096714906
2024-11-01,Kaolack,Centre-Sud,101.80879999999999,0.5448109634540232
2024-12-01,Kaolack,Centre-Sud,99.30883,0.5401655150965023
2025-01-01,Kaolack,Centre-Sud,99.25508500000001,1.4476424622437367
2025-02-01,Kaolack,Centre-Sud,99.66149999999999,1.3158768210227878
2025-03-01,Kaolack,Centre-Sud,100.84623,1.6357671297943854
2025-04-01,Kaolack,Centre-Sud,102.08508,1.6000515140769611
2025-05-01,Kaolack,Centre-Sud,103.52095,1.8956130758274625
2025-06-01,Kaolack,Centre-Sud,104.61668999999999,2.0226518517521663
2025-07-01,Kaolack,Centre-Sud,105.29491,2.435016529997358
2025-08-01,Kaolack,Centre-Sud,105.250505,2.4495446930465903
2025-09-01,Kaolack,Centre-Sud,105.27105,2.5554334012515723
2025-10-01,Kaolack,Centre-Sud,105.04284,2.8449810480152715
2025-11-01,Kaolack,Centre-Sud,104.60081,2.7424053716378127
2025-12-01,Kaolack,Centre-Sud,102.15976500000001,2.870776949038678
2026-01-01,Kaolack,Centre-Sud,99.19181,-0.06374988243675883
2026-02-01,Kaolack,Centre-Sud,100.61508,0.9568188317454762
2026-03-01,Kaolack,Centre-Sud,102.22166999999999,1.363898283555054
2026-04-01,Kaolack,Centre-Sud,103.46449999999999,1.3512454513431083
2026-05-01,Kaolack,Centre-Sud,104.53491,0.9794732370597359
2018-01-01,Kolda,Sud,77.72748,
2018-02-01,Kolda,Sud,77.84248,
2018-03-01,Kolda,Sud,78.59651,
2018-04-01,Kolda,Sud,79.25802,
2018-05-01,Kolda,Sud,80.14597,
2018-06-01,Kolda,Sud,80.57016,
2018-07-01,Kolda,Sud,80.70709000000001,
2018-08-01,Kolda,Sud,80.58338499999999,
2018-09-01,Kolda,Sud,79.97054,
2018-10-01,Kolda,Sud,79.14062,
2018-11-01,Kolda,Sud,78.43096,
2018-12-01,Kolda,Sud,77.8698,
2019-01-01,Kolda,Sud,78.47131,0.9569717170812675
2019-02-01,Kolda,Sud,78.68772,1.0858338531865908
2019-03-01,Kolda,Sud,79.41019,1.0352622527387112
2019-04-01,Kolda,Sud,80.275515,1.2837754463207673
2019-05-01,Kolda,Sud,81.04656,1.123687192256817
2019-06-01,Kolda,Sud,81.554,1.2210972399707254
2019-07-01,Kolda,Sud,81.79216,1.3444543719764779
2019-08-01,Kolda,Sud,81.56642000000001,1.2198978734884625
2019-09-01,Kolda,Sud,80.92478999999999,1.1932519150176901
2019-10-01,Kolda,Sud,80.10968,1.2244786558406995
2019-11-01,Kolda,Sud,79.31782,1.1307524477578657
2019-12-01,Kolda,Sud,79.17819999999999,1.6802406067564002
2020-01-01,Kolda,Sud,79.806,1.7008636659691323
2020-02-01,Kolda,Sud,80.39835,2.1739478536167978
2020-03-01,Kolda,Sud,81.34033,2.4305948644625985
2020-04-01,Kolda,Sud,82.43201,2.6863670697098607
2020-05-01,Kolda,Sud,83.54439,3.081969179197741
2020-06-01,Kolda,Sud,84.41068,3.5028079554650926
2020-07-01,Kolda,Sud,84.56561,3.3908506634376723
2020-08-01,Kolda,Sud,84.12182500000002,3.1329130296511742
2020-09-01,Kolda,Sud,83.55254,3.2471508421585193
2020-10-01,Kolda,Sud,82.57972,3.083322764489882
2020-11-01,Kolda,Sud,81.74331,3.057938304406238
2020-12-01,Kolda,Sud,81.13472,2.471033693617697
2021-01-01,Kolda,Sud,81.7367,2.4192416610280043
2021-02-01,Kolda,Sud,82.17274,2.206998029188423
2021-03-01,Kolda,Sud,83.10908,2.17450556200105
2021-04-01,Kolda,Sud,84.43127,2.425344232173865
2021-05-01,Kolda,Sud,85.58609,2.4438505086936235
2021-06-01,Kolda,Sud,86.40586,2.3636582479847457
2021-07-01,Kolda,Sud,86.57498,2.376107734574351
2021-08-01,Kolda,Sud,86.38896,2.695061596678361
2021-09-01,Kolda,Sud,85.812435,2.7047591850588804
2021-10-01,Kolda,Sud,85.11534999999999,3.0705238525875256
2021-11-01,Kolda,Sud,84.35708,3.197533840995681
2021-12-01,Kolda,Sud,83.95918,3.4811976919375542
2022-01-01,Kolda,Sud,85.99218499999999,5.206333262781593
2022-02-01,Kolda,Sud,87.49262,6.474020459826457
2022-03-01,Kolda,Sud,89.59981,7.809892733742219
2022-04-01,Kolda,Sud,91.872325,8.813150625354815
2022-05-01,Kolda,Sud,94.10484,9.953428179742762
2022-06-01,Kolda,Sud,96.05145,11.163120186524388
2022-07-01,Kolda,Sud,97.06045,12.111432194382266
2022-08-01,Kolda,Sud,97.75056000000001,13.151680492507388
2022-09-01,Kolda,Sud,97.94693,14.140718649925276
2022-10-01,Kolda,Sud,97.99243,15.128974973374376
2022-11-01,Kolda,Sud,97.71058,15.829732371011417
2022-12-01,Kolda,Sud,95.41911999999999,13.649418681792724
2023-01-01,Kolda,Sud,95.18747,10.693163570619824
2023-02-01,Kolda,Sud,96.35339,10.127448463653277
2023-03-01,Kolda,Sud,97.60921499999999,8.939087036010452
2023-04-01,Kolda,Sud,99.24578,8.02576292697501
2023-05-01,Kolda,Sud,100.81643,7.132034866644488
2023-06-01,Kolda,Sud,102.07347,6.269577398363069
2023-07-01,Kolda,Sud,102.59280000000001,5.699901453166567
2023-08-01,Kolda,Sud,102.3831,4.7391442054142585
2023-09-01,Kolda,Sud,102.35481999999999,4.500283980314634
2023-10-01,Kolda,Sud,102.13081,4.2231629524852154
2023-11-01,Kolda,Sud,101.29605,3.6694798045411314
2023-12-01,Kolda,Sud,98.6275,3.362407869617745
2024-01-01,Kolda,Sud,97.73692,2.6783462151058313
2024-02-01,Kolda,Sud,98.27914,1.9986323262731087
2024-03-01,Kolda,Sud,99.2961,1.7282026087393598
2024-04-01,Kolda,Sud,100.32415,1.0865650912310842
2024-05-01,Kolda,Sud,101.78728,0.9629878780671008
2024-06-01,Kolda,Sud,102.78788,0.6998978284954882
2024-07-01,Kolda,Sud,103.11353,0.5075697319889771
2024-08-01,Kolda,Sud,102.89918999999999,0.50407733307547
2024-09-01,Kolda,Sud,102.71272,0.3496659952115788
2024-10-01,Kolda,Sud,102.24989,0.11659556993623976
2024-11-01,Kolda,Sud,101.99306,0.6880919838434085
2024-12-01,Kolda,Sud,99.27663,0.6581632911713209
2025-01-01,Kolda,Sud,98.79169,1.0791930009662831
2025-02-01,Kolda,Sud,99.519195,1.2617682653714768
2025-03-01,Kolda,Sud,100.82473,1.5394663033089895
2025-04-01,Kolda,Sud,102.36016,2.029431597476772
2025-05-01,Kolda,Sud,103.80194,1.9792846414601106
2025-06-01,Kolda,Sud,104.92766999999999,2.081753218375537
2025-07-01,Kolda,Sud,105.52833,2.34188471677772
2025-08-01,Kolda,Sud,105.56931,2.594889230906494
2025-09-01,Kolda,Sud,105.51714,2.730353163658794
2025-10-01,Kolda,Sud,105.37217,3.0535778571497696
2025-11-01,Kolda,Sud,105.07661,3.0232939378424417
2025-12-01,Kolda,Sud,102.36558,3.111457349025648
2026-01-01,Kolda,Sud,99.2868,0.5011656344779514
2026-02-01,Kolda,Sud,100.48091000000001,0.9663613135134419
2026-03-01,Kolda,Sud,102.33835,1.5012388329728177
2026-04-01,Kolda,Sud,103.62841,1.2390074419579067
2026-05-01,Kolda,Sud,103.96138,0.15360021209622765
2018-01-01,Saint-Louis,Nord,79.43692,
2018-02-01,Saint-Louis,Nord,79.72364,
2018-03-01,Saint-Louis,Nord,80.34895,
2018-04-01,Saint-Louis,Nord,81.04353,
2018-05-01,Saint-Louis,Nord,81.73487,
2018-06-01,Saint-Louis,Nord,82.19751000000001,
2018-07-01,Saint-Louis,Nord,82.31472,
2018-08-01,Saint-Louis,Nord,82.10267999999999,
2018-09-01,Saint-Louis,Nord,81.51864,
2018-10-01,Saint-Louis,Nord,80.81967999999999,
2018-11-01,Saint-Louis,Nord,80.23988,
2018-12-01,Saint-Louis,Nord,79.70562,
2019-01-01,Saint-Louis,Nord,80.11755,0.8568182150063164
2019-02-01,Saint-Louis,Nord,80.4407,0.8994320881485107
2019-03-01,Saint-Louis,Nord,80.9916,0.7998237686989151
2019-04-01,Saint-Louis,Nord,81.81385,0.9505015391111371
2019-05-01,Saint-Louis,Nord,82.54446,0.9905074786318302
2019-06-01,Saint-Louis,Nord,83.13219,1.137114737417222
2019-07-01,Saint-Louis,Nord,83.23177999999999,1.114089922191308
2019-08-01,Saint-Louis,Nord,83.05973,1.1656744944257724
2019-09-01,Saint-Louis,Nord,82.44972,1.1421682206670614
2019-10-01,Saint-Louis,Nord,81.77049,1.1764585061460275
2019-11-01,Saint-Louis,Nord,80.89311000000001,0.8140964318491095
2019-12-01,Saint-Louis,Nord,80.57243,1.0875142806743066
2020-01-01,Saint-Louis,Nord,81.48067,1.7014000053671152
2020-02-01,Saint-Louis,Nord,82.06058999999999,2.0137691491993293
2020-03-01,Saint-Louis,Nord,82.73143,2.1481610438613297
2020-04-01,Saint-Louis,Nord,83.78560999999999,2.4100564879907083
2020-05-01,Saint-Louis,Nord,84.91351,2.8700290728172373
2020-06-01,Saint-Louis,Nord,85.65478,3.0344322698584225
2020-07-01,Saint-Louis,Nord,85.74687999999999,3.021802489385661
2020-08-01,Saint-Louis,Nord,85.60082,3.059352588793618
2020-09-01,Saint-Louis,Nord,84.85745,2.920240359821724
2020-10-01,Saint-Louis,Nord,84.08951,2.8360108885247204
2020-11-01,Saint-Louis,Nord,83.19094,2.8405756683109296
2020-12-01,Saint-Louis,Nord,82.6371,2.5625018384080045
2021-01-01,Saint-Louis,Nord,83.19292,2.10141865549216
2021-02-01,Saint-Louis,Nord,83.59518,1.8700694206561286
2021-03-01,Saint-Louis,Nord,84.5147,2.1554927794672496
2021-04-01,Saint-Louis,Nord,85.55953,2.117213206420532
2021-05-01,Saint-Louis,Nord,86.71415,2.1205577298594847
2021-06-01,Saint-Louis,Nord,87.37518999999999,2.008539394999298
2021-07-01,Saint-Louis,Nord,87.56749,2.1232376035139833
2021-08-01,Saint-Louis,Nord,87.59582,2.330585150936648
2021-09-01,Saint-Louis,Nord,87.02532,2.5547197093478413
