date,region,cout_panier
2019-08-01,Kaolack,106735.9
2019-08-01,Kolda,109404.4
2019-08-01,Saint-Louis,107052.2
2019-08-01,Thiès,108662.6
2019-09-01,Dakar,110554.6
2019-09-01,Diourbel,103744.2
2019-09-01,Kaolack,104945.3
2019-09-01,Kolda,107516.1
2019-09-01,Saint-Louis,104680.5
2019-09-01,Thiès,106458.9
2019-10-01,Dakar,108216.0
2019-10-01,Diourbel,101401.35
2019-10-01,Kaolack,101489.1
2019-10-01,Kolda,104997.5
2019-10-01,Saint-Louis,102465.20000000001
2019-10-01,Thiès,103449.35
2019-11-01,Dakar,105837.3
2019-11-01,Diourbel,99578.4
2019-11-01,Kaolack,100315.9
2019-11-01,Kolda,103438.0
2019-11-01,Saint-Louis,101100.2
2019-11-01,Thiès,101789.6
2019-12-01,Dakar,104331.6
2019-12-01,Diourbel,98447.2
2019-12-01,Kaolack,99721.3
2019-12-01,Kolda,101918.5
2019-12-01,Saint-Louis,100398.7
2019-12-01,Thiès,100778.85
2020-01-01,Dakar,106454.8
2020-01-01,Diourbel,99871.7
2020-01-01,Kaolack,100636.3
2020-01-01,Kolda,103055.4
2020-01-01,Saint-Louis,101032.55
2020-01-01,Thiès,101748.8
2020-02-01,Dakar,107676.9
2020-02-01,Diourbel,101127.9
2020-02-01,Kaolack,101781.1
2020-02-01,Kolda,104054.6
2020-02-01,Saint-Louis,102155.96666666667
2020-02-01,Thiès,103615.7
2020-03-01,Dakar,110782.4
2020-03-01,Diourbel,103367.1
2020-03-01,Kaolack,104295.6
2020-03-01,Kolda,107207.5
2020-03-01,Saint-Louis,104445.63333333333
2020-03-01,Thiès,105610.3
2020-04-01,Dakar,113532.1
2020-04-01,Diourbel,106677.8
2020-04-01,Kaolack,106235.3
2020-04-01,Kolda,109224.1
2020-04-01,Saint-Louis,107280.7
2020-04-01,Thiès,107972.6
2020-05-01,Dakar,116005.5
2020-05-01,Diourbel,107789.4
2020-05-01,Kaolack,108624.8
2020-05-01,Kolda,111812.4
2020-05-01,Saint-Louis,108573.7
2020-05-01,Thiès,110994.1
2020-06-01,Dakar,116902.7
2020-06-01,Diourbel,108258.8
2020-06-01,Kaolack,110472.2
2020-06-01,Kolda,112440.2
2020-06-01,Saint-Louis,111084.05
2020-06-01,Thiès,112295.5
2020-07-01,Dakar,117523.55
2020-07-01,Diourbel,108600.8
2020-07-01,Kaolack,110263.2
2020-07-01,Kolda,113849.3
2020-07-01,Saint-Louis,111033.6
2020-07-01,Thiès,111766.3
2020-08-01,Dakar,115563.3
2020-08-01,Diourbel,107982.4
2020-08-01,Kaolack,109444.1
2020-08-01,Kolda,112096.4
2020-08-01,Saint-Louis,108625.6
2020-08-01,Thiès,110011.9
2020-09-01,Dakar,113268.1
2020-09-01,Diourbel,105923.1
2020-09-01,Kaolack,106989.2
2020-09-01,Kolda,109671.9
2020-09-01,Saint-Louis,106219.6
2020-09-01,Thiès,107642.2
2020-10-01,Dakar,111171.1
2020-10-01,Diourbel,103774.05
2020-10-01,Kaolack,104042.3
2020-10-01,Kolda,106796.3
2020-10-01,Saint-Louis,104389.5
2020-10-01,Thiès,105715.0
2020-11-01,Dakar,107907.6
2020-11-01,Diourbel,100991.0
2020-11-01,Kaolack,101943.2
2020-11-01,Kolda,104773.2
2020-11-01,Saint-Louis,103185.65
2020-11-01,Thiès,103818.3
2020-12-01,Dakar,107092.9
2020-12-01,Diourbel,100580.35
2020-12-01,Kaolack,100947.9
2020-12-01,Kolda,103973.5
2020-12-01,Saint-Louis,102092.2
2020-12-01,Thiès,102484.1
2021-01-01,Dakar,108281.2
2021-01-01,Diourbel,100486.9
2021-01-01,Kaolack,101761.8
2021-01-01,Kolda,104412.5
2021-01-01,Saint-Louis,102288.1
2021-01-01,Thiès,103883.85
2021-02-01,Dakar,109288.0
2021-02-01,Diourbel,102370.7
2021-02-01,Kaolack,103006.7
2021-02-01,Kolda,105903.5
2021-02-01,Saint-Louis,103596.1
2021-02-01,Thiès,103982.4
2021-03-01,Dakar,111553.5
2021-03-01,Diourbel,104686.4
2021-03-01,Kaolack,106064.8
2021-03-01,Kolda,108353.6
2021-03-01,Saint-Louis,105623.9
2021-03-01,Thiès,107339.7
2021-04-01,Dakar,115595.7
2021-04-01,Diourbel,107014.4
2021-04-01,Kaolack,108804.4
2021-04-01,Kolda,110461.1
2021-04-01,Saint-Louis,108486.0
2021-04-01,Thiès,109045.2
2021-05-01,Dakar,118172.4
2021-05-01,Diourbel,108677.6
2021-05-01,Kaolack,110980.2
2021-05-01,Kolda,113079.2
2021-05-01,Saint-Louis,111984.5
2021-05-01,Thiès,113092.40000000001
2021-06-01,Dakar,119152.3
2021-06-01,Diourbel,110463.4
2021-06-01,Kaolack,111498.8
2021-06-01,Kolda,114995.7
2021-06-01,Saint-Louis,112832.3
2021-06-01,Thiès,113332.2
2021-07-01,Dakar,118907.0
2021-07-01,Diourbel,110425.9
2021-07-01,Kaolack,112454.6
2021-07-01,Kolda,114867.7
2021-07-01,Saint-Louis,111960.2
2021-07-01,Thiès,114204.0
2021-08-01,Dakar,117583.25
2021-08-01,Diourbel,109661.3
2021-08-01,Kaolack,111002.1
2021-08-01,Kolda,114899.4
2021-08-01,Saint-Louis,110788.5
2021-08-01,Thiès,112639.3
2021-09-01,Dakar,115609.2
2021-09-01,Diourbel,107299.8
2021-09-01,Kaolack,108616.8
2021-09-01,Kolda,111570.5
2021-09-01,Saint-Louis,108401.0
2021-09-01,Thiès,109822.2
2021-10-01,Dakar,113039.25
2021-10-01,Diourbel,105486.2
2021-10-01,Kaolack,106619.2
2021-10-01,Kolda,108775.8
2021-10-01,Saint-Louis,106630.1
2021-10-01,Thiès,108201.8
2021-11-01,Dakar,111506.6
2021-11-01,Diourbel,103854.6
2021-11-01,Kaolack,104210.9
2021-11-01,Kolda,107223.0
2021-11-01,Saint-Louis,104456.0
2021-11-01,Thiès,105904.5
2021-12-01,Dakar,109730.7
2021-12-01,Diourbel,102973.8
2021-12-01,Kaolack,103299.3
2021-12-01,Kolda,105812.8
2021-12-01,Saint-Louis,103899.05
2021-12-01,Thiès,104531.9
2022-01-01,Dakar,113422.25
2022-01-01,Diourbel,105723.7
2022-01-01,Kaolack,106858.5
2022-01-01,Kolda,109403.9
2022-01-01,Saint-Louis,106788.2
2022-01-01,Thiès,107300.6
2022-02-01,Dakar,115284.5
2022-02-01,Diourbel,108389.4
2022-02-01,Kaolack,108579.1
2022-02-01,Kolda,111464.3
2022-02-01,Saint-Louis,108264.3
2022-02-01,Thiès,109951.9
2022-03-01,Dakar,118414.9
2022-03-01,Diourbel,111069.8
2022-03-01,Kaolack,113250.5
2022-03-01,Kolda,115368.7
2022-03-01,Saint-Louis,112053.25
2022-03-01,Thiès,113205.3
2022-04-01,Dakar,123060.0
2022-04-01,Diourbel,114492.3
2022-04-01,Kaolack,116669.0
2022-04-01,Kolda,118959.6
2022-04-01,Saint-Louis,116727.6
2022-04-01,Thiès,117915.9
2022-05-01,Dakar,127319.4
2022-05-01,Diourbel,118047.7
2022-05-01,Kaolack,119096.1
2022-05-01,Kolda,122660.1
2022-05-01,Saint-Louis,119458.6
2022-05-01,Thiès,121992.8
2022-06-01,Dakar,129126.5
2022-06-01,Diourbel,121090.5
2022-06-01,Kaolack,121072.4
2022-06-01,Kolda,125544.6
2022-06-01,Saint-Louis,122275.9
2022-06-01,Thiès,121921.6
2022-07-01,Dakar,134118.2
2022-07-01,Diourbel,124869.8
2022-07-01,Kaolack,126037.9
2022-07-01,Kolda,129045.9
2022-07-01,Saint-Louis,125867.3
2022-07-01,Thiès,128257.1
2022-08-01,Dakar,133402.2
2022-08-01,Diourbel,123352.7
2022-08-01,Kaolack,125148.5
2022-08-01,Kolda,128805.2
2022-08-01,Saint-Louis,125728.0
2022-08-01,Thiès,126215.7
2022-09-01,Dakar,131248.0
2022-09-01,Diourbel,121686.45
2022-09-01,Kaolack,123358.9
2022-09-01,Kolda,125984.5
2022-09-01,Saint-Louis,123987.1
2022-09-01,Thiès,125670.6
2022-10-01,Dakar,128972.2
2022-10-01,Diourbel,120552.4
2022-10-01,Kaolack,121887.0
2022-10-01,Kolda,123878.3
2022-10-01,Saint-Louis,121174.0
2022-10-01,Thiès,122942.2
2022-11-01,Dakar,127986.0
2022-11-01,Diourbel,118095.0
2022-11-01,Kaolack,119304.7
2022-11-01,Kolda,122709.4
2022-11-01,Saint-Louis,119172.4
2022-11-01,Thiès,121377.5
2022-12-01,Dakar,124023.1
2022-12-01,Diourbel,115753.5
2022-12-01,Kaolack,116864.3
2022-12-01,Kolda,120293.1
2022-12-01,Saint-Louis,117343.86666666667
2022-12-01,Thiès,118974.90000000001
2023-01-01,Dakar,124860.8
2023-01-01,Diourbel,116708.09999999999
2023-01-01,Kaolack,118641.7
2023-01-01,Kolda,121596.5
2023-01-01,Saint-Louis,118181.33333333333
2023-01-01,Thiès,120462.6
2023-02-01,Dakar,126833.1
2023-02-01,Diourbel,119534.1
2023-02-01,Kaolack,120974.0
2023-02-01,Kolda,123546.0
2023-02-01,Saint-Louis,120534.29999999999
2023-02-01,Thiès,121953.1
2023-03-01,Dakar,133400.7
2023-03-01,Diourbel,125516.3
2023-03-01,Kaolack,125550.4
2023-03-01,Kolda,129282.1
2023-03-01,Saint-Louis,126321.1
2023-03-01,Thiès,127961.2
2023-04-01,Dakar,137489.5
2023-04-01,Diourbel,128662.5
2023-04-01,Kaolack,130263.4
2023-04-01,Kolda,133531.9
2023-04-01,Saint-Louis,129613.3
2023-04-01,Thiès,132338.9
2023-05-01,Dakar,140899.5
2023-05-01,Diourbel,132819.6
2023-05-01,Kaolack,132140.5
2023-05-01,Kolda,136597.4
2023-05-01,Saint-Louis,133737.3
2023-05-01,Thiès,135555.8
2023-06-01,Dakar,141907.1
2023-06-01,Diourbel,133353.9
2023-06-01,Kaolack,134128.55
2023-06-01,Kolda,137469.5
2023-06-01,Saint-Louis,135082.1
2023-06-01,Thiès,136694.0
2023-07-01,Dakar,142118.1
2023-07-01,Diourbel,133539.5
2023-07-01,Kaolack,134650.9
2023-07-01,Kolda,137998.4
2023-07-01,Saint-Louis,134790.66666666666
2023-07-01,Thiès,135197.7
2023-08-01,Dakar,140236.1
2023-08-01,Diourbel,132091.2
2023-08-01,Kaolack,132595.2
2023-08-01,Kolda,136703.55
2023-08-01,Saint-Louis,133044.63333333333
2023-08-01,Thiès,135921.5
2023-09-01,Dakar,138556.7
2023-09-01,Diourbel,129131.1
2023-09-01,Kaolack,131392.5
2023-09-01,Kolda,134336.4
2023-09-01,Saint-Louis,132123.6
2023-09-01,Thiès,133610.6
2023-10-01,Dakar,136248.6
2023-10-01,Diourbel,127182.1
2023-10-01,Kaolack,128575.7
2023-10-01,Kolda,131954.16666666666
2023-10-01,Saint-Louis,129305.75
2023-10-01,Thiès,130380.4
2023-11-01,Dakar,133986.9
2023-11-01,Diourbel,125831.0
2023-11-01,Kaolack,127091.4
2023-11-01,Kolda,129506.43333333333
2023-11-01,Saint-Louis,126704.1
2023-11-01,Thiès,127449.1
2023-12-01,Dakar,130930.3
2023-12-01,Diourbel,121878.0
2023-12-01,Kaolack,124109.2
2023-12-01,Kolda,126697.1
2023-12-01,Saint-Louis,123926.4
2023-12-01,Thiès,126092.4
2024-01-01,Dakar,130436.0
2024-01-01,Diourbel,121955.3
2024-01-01,Kaolack,122813.7
2024-01-01,Kolda,125993.5
2024-01-01,Saint-Louis,124042.85
2024-01-01,Thiès,125156.7
2024-02-01,Dakar,132542.2
2024-02-01,Diourbel,123526.7
2024-02-01,Kaolack,124614.8
2024-02-01,Kolda,127997.1
2024-02-01,Saint-Louis,124972.8
2024-02-01,Thiès,126822.2
2024-03-01,Dakar,134762.2
2024-03-01,Diourbel,126892.3
2024-03-01,Kaolack,127971.0
2024-03-01,Kolda,130968.6
2024-03-01,Saint-Louis,128196.2
2024-03-01,Thiès,129590.1
2024-04-01,Dakar,138926.8
2024-04-01,Diourbel,129637.8
2024-04-01,Kaolack,129618.1
2024-04-01,Kolda,135010.2
2024-04-01,Saint-Louis,131428.3
2024-04-01,Thiès,132928.3
2024-05-01,Dakar,141536.0
2024-05-01,Diourbel,132319.8
2024-05-01,Kaolack,133092.0
2024-05-01,Kolda,136158.5
2024-05-01,Saint-Louis,134347.3
2024-05-01,Thiès,135269.1
2024-06-01,Dakar,142600.0
2024-06-01,Diourbel,133372.1
2024-06-01,Kaolack,135085.5
2024-06-01,Kolda,139063.1
2024-06-01,Saint-Louis,134356.4
2024-06-01,Thiès,136689.8
2024-07-01,Dakar,143148.0
2024-07-01,Diourbel,134331.5
2024-07-01,Kaolack,133960.9
2024-07-01,Kolda,138820.65
2024-07-01,Saint-Louis,135477.8
2024-07-01,Thiès,136756.35
2024-08-01,Dakar,141833.2
2024-08-01,Diourbel,132600.6
2024-08-01,Kaolack,134451.2
2024-08-01,Kolda,137314.7
2024-08-01,Saint-Louis,134096.9
2024-08-01,Thiès,134477.3
2024-09-01,Dakar,138891.6
2024-09-01,Diourbel,130274.0
2024-09-01,Kaolack,131430.6
2024-09-01,Kolda,134019.7
2024-09-01,Saint-Louis,130946.9
2024-09-01,Thiès,133040.4
2024-10-01,Dakar,137202.5
2024-10-01,Diourbel,127982.9
2024-10-01,Kaolack,128567.3
2024-10-01,Kolda,133062.2
2024-10-01,Saint-Louis,128447.85
2024-10-01,Thiès,130273.5
2024-11-01,Dakar,134157.3
2024-11-01,Diourbel,125804.79999999999
2024-11-01,Kaolack,127402.3
2024-11-01,Kolda,130825.8
2024-11-01,Saint-Louis,126307.5
2024-11-01,Thiès,128923.7
2024-12-01,Dakar,131737.1
2024-12-01,Diourbel,124182.8
2024-12-01,Kaolack,124329.8
2024-12-01,Kolda,127913.1
2024-12-01,Saint-Louis,124666.6
2024-12-01,Thiès,125354.7
2025-01-01,Dakar,131789.3
2025-01-01,Diourbel,123414.1
2025-01-01,Kaolack,124202.6
2025-01-01,Kolda,127565.5
2025-01-01,Saint-Louis,123440.3
2025-01-01,Thiès,124739.6
2025-02-01,Dakar,132531.6
2025-02-01,Diourbel,124724.05
2025-02-01,Kaolack,125945.4
2025-02-01,Kolda,129405.1
2025-02-01,Saint-Louis,126131.0
2025-02-01,Thiès,127512.5
2025-03-01,Dakar,136462.0
2025-03-01,Diourbel,128564.1
2025-03-01,Kaolack,128838.0
2025-03-01,Kolda,131920.9
2025-03-01,Saint-Louis,129249.9
2025-03-01,Thiès,130730.9
2025-04-01,Dakar,140380.8
2025-04-01,Diourbel,130380.4
2025-04-01,Kaolack,131671.3
2025-04-01,Kolda,135632.2
2025-04-01,Saint-Louis,133659.2
2025-04-01,Thiès,134124.1
2025-05-01,Dakar,143534.8
2025-05-01,Diourbel,134258.53333333333
2025-05-01,Kaolack,135819.0
2025-05-01,Kolda,137580.3
2025-05-01,Saint-Louis,136261.8
2025-05-01,Thiès,137404.1
2025-06-01,Dakar,145977.4
2025-06-01,Diourbel,135683.86666666667
2025-06-01,Kaolack,136563.4
2025-06-01,Kolda,140403.9
2025-06-01,Saint-Louis,136730.3
2025-06-01,Thiès,138610.7
2025-07-01,Dakar,144780.0
2025-07-01,Diourbel,135901.2
2025-07-01,Kaolack,137398.96666666667
2025-07-01,Kolda,139766.25
2025-07-01,Saint-Louis,137876.8
2025-07-01,Thiès,137769.5
2025-08-01,Dakar,144554.3
2025-08-01,Diourbel,135293.7
2025-08-01,Kaolack,135807.23333333334
2025-08-01,Kolda,138651.7
2025-08-01,Saint-Louis,136541.3
2025-08-01,Thiès,138977.9
2025-09-01,Dakar,141132.8
2025-09-01,Diourbel,131837.9
2025-09-01,Kaolack,132722.2
2025-09-01,Kolda,136269.2
2025-09-01,Saint-Louis,133829.6
2025-09-01,Thiès,135607.7
2025-10-01,Dakar,139052.8
2025-10-01,Diourbel,130012.1
2025-10-01,Kaolack,130903.8
2025-10-01,Kolda,134016.1
2025-10-01,Saint-Louis,131169.0
2025-10-01,Thiès,133346.2
2025-11-01,Dakar,136940.2
2025-11-01,Diourbel,128712.6
2025-11-01,Kaolack,129420.9
2025-11-01,Kolda,132754.8
2025-11-01,Saint-Louis,130471.9
2025-11-01,Thiès,130610.1
2025-12-01,Dakar,133202.2
2025-12-01,Diourbel,126121.1
2025-12-01,Kaolack,126470.4
2025-12-01,Kolda,129771.3
2025-12-01,Saint-Louis,126149.6
2025-12-01,Thiès,127800.1
2026-01-01,Dakar,132151.1
2026-01-01,Diourbel,122612.7
2026-01-01,Kaolack,124599.9
2026-01-01,Kolda,128207.3
2026-01-01,Saint-Louis,124864.5
2026-01-01,Thiès,126820.7
2026-02-01,Dakar,134988.9
2026-02-01,Diourbel,125206.4
2026-02-01,Kaolack,126822.7
2026-02-01,Kolda,130374.4
2026-02-01,Saint-Louis,127793.1
2026-02-01,Thiès,128622.55
2026-03-01,Dakar,138265.6
2026-03-01,Diourbel,128956.4
2026-03-01,Kaolack,130318.2
2026-03-01,Kolda,133466.3
2026-03-01,Saint-Louis,130212.0
2026-03-01,Thiès,133037.7
2026-04-01,Dakar,140975.2
2026-04-01,Diourbel,132957.2
2026-04-01,Kaolack,133378.5
2026-04-01,Kolda,137387.3
2026-04-01,Saint-Louis,134590.1
2026-04-01,Thiès,135525.5
2026-05-01,Dakar,143183.3
2026-05-01,Diourbel,135619.8
2026-05-01,Kaolack,136426.9
2026-05-01,Kolda,139135.7
2026-05-01,Saint-Louis,135790.7
2026-05-01,Thiès,138947.1
