date,region,produit,division_code,categorie,unite,prix_moyen,var_mensuelle_pct,var_annuelle_pct,prix_ma3,prix_reel
2019-06-01,Dakar,Essence super (SP95),D07,Énergie,litre,763.6,-0.19605280355509125,0.28894142369320086,761.6666666666666,916.2218224338615
2019-07-01,Dakar,Essence super (SP95),D07,Énergie,litre,765.4,0.2357255107386047,-0.26062027625749495,764.6999999999999,915.5801719158836
2019-08-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.5,-0.3788868565455905,0.0,763.8333333333334,915.0897344314302
2019-09-01,Dakar,Essence super (SP95),D07,Énergie,litre,764.9,0.31475409836065893,-0.1696684938658377,764.2666666666668,923.8152275629498
2019-10-01,Dakar,Essence super (SP95),D07,Énergie,litre,758.7,-0.8105634723493127,-1.0305243934255137,762.0333333333333,924.63337491478
2019-11-01,Dakar,Essence super (SP95),D07,Énergie,litre,759.3,0.07908264136020637,-0.9780907668231587,760.9666666666666,933.3940549621215
2019-12-01,Dakar,Essence super (SP95),D07,Énergie,litre,755.3,-0.526801000921906,-1.2679738562091591,757.7666666666668,933.4067751740445
2020-01-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.5,0.953263603866028,-0.052431511338313364,759.0333333333333,931.7667308535208
2020-02-01,Dakar,Essence super (SP95),D07,Énergie,litre,760.5,-0.2622950819672121,-0.28844893142783157,759.4333333333334,924.3576623411135
2020-03-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.2,0.2235371466140723,0.013121637580382206,761.7333333333332,917.320663425175
2020-04-01,Dakar,Essence super (SP95),D07,Énergie,litre,763.9,0.22303857255312476,1.0048922385296866,762.1999999999999,907.8473217243076
2020-05-01,Dakar,Essence super (SP95),D07,Énergie,litre,761.6,-0.3010865296504739,-0.45745654162854255,762.5666666666666,894.8242146674737
2020-06-01,Dakar,Essence super (SP95),D07,Énergie,litre,758.5,-0.4070378151260545,-0.6678889470927207,761.3333333333334,883.0943935848371
2020-07-01,Dakar,Essence super (SP95),D07,Énergie,litre,770.6,1.5952537903757502,0.6793833289783224,763.5666666666666,895.2157222910627
2020-08-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.8,-1.0121982870490598,0.039344262295082366,763.9666666666667,889.3309780488199
2020-09-01,Dakar,Essence super (SP95),D07,Énergie,litre,759.6,-0.41950707918195773,-0.6929010328147411,764.3333333333334,891.656041235791
2020-10-01,Dakar,Essence super (SP95),D07,Énergie,litre,760.8,0.15797788309634964,0.2767892447607556,761.0666666666666,902.2666945986676
2020-11-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.4,0.2103049421661396,0.408270775714481,760.9333333333333,912.5853872714931
2020-12-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.3,-0.013116474291718916,0.9267840593141896,761.8333333333334,918.6046418867581
2021-01-01,Dakar,Essence super (SP95),D07,Énergie,litre,766.9,0.6034369670733231,0.5770491803278599,763.8666666666667,918.5134157992858
2021-02-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.6,-0.5606989177206922,0.2761341222879743,763.9333333333333,908.4240643607371
2021-03-01,Dakar,Essence super (SP95),D07,Énergie,litre,768.5,0.7736690270128577,0.8265547100498427,766.0,906.2710665274333
2021-04-01,Dakar,Essence super (SP95),D07,Énergie,litre,761.6,-0.8978529603122953,-0.3010865296504739,764.2333333333332,886.5808936592922
2021-05-01,Dakar,Essence super (SP95),D07,Énergie,litre,764.2,0.34138655462185863,0.34138655462185863,764.7666666666668,879.0141893364452
2021-06-01,Dakar,Essence super (SP95),D07,Énergie,litre,766.0,0.2355404344412504,0.9887936717205115,763.9333333333334,873.3237414415842
2021-07-01,Dakar,Essence super (SP95),D07,Énergie,litre,766.5,0.06527415143602333,-0.5320529457565559,765.5666666666666,871.9413948178824
2021-08-01,Dakar,Essence super (SP95),D07,Énergie,litre,766.9,0.052185257664705276,0.5374934452018865,766.4666666666667,874.1577443399071
2021-09-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.0,-0.6389359760073043,0.3159557661927215,765.1333333333333,873.515257772971
2021-10-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.9,0.11811023622045891,0.2760252365930693,763.9333333333334,880.9637212384268
2021-11-01,Dakar,Essence super (SP95),D07,Énergie,litre,755.3,-0.9961987154279761,-0.9312696747114435,760.0666666666666,878.9843734383858
2021-12-01,Dakar,Essence super (SP95),D07,Énergie,litre,762.3,0.9267840593141896,0.0,760.1666666666666,891.4530387497551
2022-01-01,Dakar,Essence super (SP95),D07,Énergie,litre,797.1,4.5651318378591155,3.9379319337592866,771.5666666666666,913.0929818529042
2022-02-01,Dakar,Essence super (SP95),D07,Énergie,litre,796.4,-0.08781834148789969,4.432205612378692,785.2666666666668,897.1369372878661
2022-03-01,Dakar,Essence super (SP95),D07,Énergie,litre,793.3,-0.38925163234555527,3.227065712426791,795.6,876.1758433338833
2022-04-01,Dakar,Essence super (SP95),D07,Énergie,litre,799.0,0.7185175847724823,4.910714285714279,796.2333333333332,862.66391173057
2022-05-01,Dakar,Essence super (SP95),D07,Énergie,litre,792.4,-0.8260325406758473,3.6901334729128488,794.9,836.9189697577756
2022-06-01,Dakar,Essence super (SP95),D07,Énergie,litre,791.3,-0.13881877839475587,3.302872062663176,794.2333333333332,821.2042530621779
2022-07-01,Dakar,Essence super (SP95),D07,Énergie,litre,909.7,14.962719575382287,18.682322243966087,831.1333333333333,933.4411534993976
2022-08-01,Dakar,Essence super (SP95),D07,Énergie,litre,907.3,-0.2638232384302608,18.307471639066364,869.4333333333333,925.8038395151523
2022-09-01,Dakar,Essence super (SP95),D07,Énergie,litre,913.6,0.6943679047724194,19.895013123359572,910.2000000000002,930.5678475754636
2022-10-01,Dakar,Essence super (SP95),D07,Énergie,litre,912.4,-0.13134851138354442,19.59627736269498,911.0999999999999,929.4962164736296
2022-11-01,Dakar,Essence super (SP95),D07,Énergie,litre,913.6,0.13152126260411734,20.958559512776386,913.2000000000002,932.6467821193617
2022-12-01,Dakar,Essence super (SP95),D07,Énergie,litre,909.8,-0.4159369527145462,19.349337531155708,911.9333333333334,947.3838336462879
2023-01-01,Dakar,Essence super (SP95),D07,Énergie,litre,911.1,0.14288854693340625,14.301844185171241,911.5,952.5398309925024
2023-02-01,Dakar,Essence super (SP95),D07,Énergie,litre,903.4,-0.8451322577104681,13.435459568056253,908.1,935.5679044443377
2023-03-01,Dakar,Essence super (SP95),D07,Énergie,litre,1015.3,12.386539738764668,27.984369091138284,943.2666666666668,1038.2858727147768
2023-04-01,Dakar,Essence super (SP95),D07,Énergie,litre,1014.2,-0.10834236186347823,26.93366708385483,977.6333333333333,1021.9290146906054
2023-05-01,Dakar,Essence super (SP95),D07,Énergie,litre,1009.3,-0.4831394202327033,27.372539121655738,1012.9333333333334,1002.0174116017668
2023-06-01,Dakar,Essence super (SP95),D07,Énergie,litre,1013.3,0.3963142772218431,28.05509920384177,1012.2666666666668,994.8231613619033
2023-07-01,Dakar,Essence super (SP95),D07,Énergie,litre,1012.7,-0.05921247409453878,11.32241398263163,1011.7666666666668,989.4544971454824
2023-08-01,Dakar,Essence super (SP95),D07,Énergie,litre,1020.9,0.8097165991902688,12.520665711451562,1015.6333333333333,997.844421469685
2023-09-01,Dakar,Essence super (SP95),D07,Énergie,litre,1009.5,-1.1166617690273273,10.496935201401048,1014.3666666666667,988.5723523413346
2023-10-01,Dakar,Essence super (SP95),D07,Énergie,litre,1015.1,0.5547300643883091,11.256028057869361,1015.1666666666666,997.8412322753942
2023-11-01,Dakar,Essence super (SP95),D07,Énergie,litre,1009.3,-0.5713722785932518,10.475043782837123,1011.2999999999998,996.763612345281
2023-12-01,Dakar,Essence super (SP95),D07,Énergie,litre,1011.5,0.2179728524720259,11.178280940866125,1011.9666666666666,1023.4230825731707
2024-01-01,Dakar,Essence super (SP95),D07,Énergie,litre,1014.9,0.3361344537815114,11.392821863681268,1011.9,1036.5244646950646
2024-02-01,Dakar,Essence super (SP95),D07,Énergie,litre,1012.9,-0.1970637501231609,12.120876688067295,1013.1,1028.9444731643896
2024-03-01,Dakar,Essence super (SP95),D07,Énergie,litre,1013.7,0.07898114325206596,-0.15758888998325116,1013.8333333333334,1020.7920723553614
2024-04-01,Dakar,Essence super (SP95),D07,Énergie,litre,1015.1,0.1381079214757719,0.08873989351212419,1013.9,1011.2002596833192
2024-05-01,Dakar,Essence super (SP95),D07,Énergie,litre,1011.8,-0.3250911240271992,0.2476964232636547,1013.5333333333333,996.2953440013891
2024-06-01,Dakar,Essence super (SP95),D07,Énergie,litre,1017.3,0.5435856888713175,0.3947498272969474,1014.7333333333332,993.3953049253303
2024-07-01,Dakar,Essence super (SP95),D07,Énergie,litre,1012.5,-0.47183721616042007,-0.019749185346107367,1013.8666666666667,984.9722975981933
2024-08-01,Dakar,Essence super (SP95),D07,Énergie,litre,1013.85,0.13333333333334085,-0.6905671466353125,1014.5499999999998,987.6644206270788
2024-09-01,Dakar,Essence super (SP95),D07,Énergie,litre,1015.2,0.13315579227697327,0.5646359583952432,1013.85,990.8519418783114
2024-10-01,Dakar,Essence super (SP95),D07,Énergie,litre,1014.7,-0.049251379038617316,-0.0394049847305622,1014.5833333333334,993.9729270691668
2024-11-01,Dakar,Essence super (SP95),D07,Énergie,litre,1016.4,0.16753720311422082,0.7034578420687554,1015.4333333333334,998.7988804718455
2024-12-01,Dakar,Essence super (SP95),D07,Énergie,litre,1015.0,-0.13774104683195176,0.34602076124568004,1015.3666666666667,1020.3470480981414
2025-01-01,Dakar,Essence super (SP95),D07,Énergie,litre,1013.7,-0.12807881773398977,-0.11823825007388766,1015.0333333333333,1025.1064766275733
2025-02-01,Dakar,Essence super (SP95),D07,Énergie,litre,1012.4,-0.12824306994180246,-0.049363214532527344,1013.6999999999999,1016.6071973714988
2025-03-01,Dakar,Essence super (SP95),D07,Énergie,litre,1009.4,-0.2963255630185735,-0.4241886159613406,1011.8333333333334,1002.2250846501407
2025-04-01,Dakar,Essence super (SP95),D07,Énergie,litre,1008.0,-0.1386962552011095,-0.6994384789675956,1009.9333333333334,987.3598331296058
2025-05-01,Dakar,Essence super (SP95),D07,Énergie,litre,1007.0,-0.09920634920634885,-0.47440205574224015,1008.1333333333333,973.090758872472
2025-06-01,Dakar,Essence super (SP95),D07,Énergie,litre,1020.9,1.3803376365441933,0.35387791212031505,1011.9666666666666,976.892426362865
2025-07-01,Dakar,Essence super (SP95),D07,Énergie,litre,1004.8,-1.5770398667842134,-0.7604938271605022,1010.9,956.084857779699
2025-08-01,Dakar,Essence super (SP95),D07,Énergie,litre,1018.6,1.3734076433121079,0.46851112097450187,1014.7666666666665,969.019117447678
2025-09-01,Dakar,Essence super (SP95),D07,Énergie,litre,1010.4,-0.8050265069703522,-0.47281323877069736,1011.2666666666668,962.2959531146554
2025-10-01,Dakar,Essence super (SP95),D07,Énergie,litre,1018.6,0.8115597783056261,0.38435005420320856,1015.8666666666667,971.914278412511
2025-11-01,Dakar,Essence super (SP95),D07,Énergie,litre,1004.8,-1.3548007068525547,-1.1412829594647844,1011.2666666666668,962.0533453831024
2025-12-01,Dakar,Essence super (SP95),D07,Énergie,litre,1012.8,0.79617834394905,-0.21674876847290747,1012.0666666666666,991.934382522022
2026-01-01,Dakar,Essence super (SP95),D07,Énergie,litre,1019.7,0.6812796208530925,0.5918910920390541,1012.4333333333334,1027.1128728633523
2026-02-01,Dakar,Essence super (SP95),D07,Énergie,litre,1016.7,-0.29420417769931984,0.4247333069932857,1016.4,1011.885588012448
2026-03-01,Dakar,Essence super (SP95),D07,Énergie,litre,1011.3,-0.5311301268810964,0.1882306320586391,1015.9000000000001,990.4326614147272
2026-04-01,Dakar,Essence super (SP95),D07,Énergie,litre,1005.9,-0.5339661821417985,-0.2083333333333326,1011.2999999999998,973.886355143848
2026-05-01,Dakar,Essence super (SP95),D07,Énergie,litre,1008.4,0.24853365145640627,0.13902681231379166,1008.5333333333333,965.3717219148916
2018-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,739.8,,,739.8,926.0968944861604
2018-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.9,-0.5271695052716963,,737.8499999999999,918.8149941512538
2018-03-01,Diourbel,Essence super (SP95),D07,Énergie,litre,740.7,0.6522625356706113,,738.8000000000001,918.5293189598282
2018-04-01,Diourbel,Essence super (SP95),D07,Énergie,litre,736.1,-0.6210341568786304,,737.5666666666666,904.2810987807226
2018-05-01,Diourbel,Essence super (SP95),D07,Énergie,litre,730.0,-0.8286917538377958,,735.6,889.3821258666546
2018-06-01,Diourbel,Essence super (SP95),D07,Énergie,litre,738.6,1.178082191780816,,734.9000000000001,894.7465165432068
2018-07-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.8,-0.5144868670457714,,734.4666666666667,889.4061280714055
2018-08-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.0,0.027218290691344293,,736.1333333333333,891.6103592080754
2018-09-01,Diourbel,Essence super (SP95),D07,Énergie,litre,731.8,-0.43537414965987287,,733.8666666666667,893.6953333354631
2018-10-01,Diourbel,Essence super (SP95),D07,Énergie,litre,740.8,1.2298442197321569,,735.8666666666667,912.5561610380465
2018-11-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.5,-0.850431965442755,,735.6999999999999,912.4267670997149
2018-12-01,Diourbel,Essence super (SP95),D07,Énergie,litre,740.7,0.8441116405718319,,738.6666666666666,924.7678806088933
2019-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.8,-0.7965438099095556,-0.6758583400919171,736.6666666666666,912.325796399023
2019-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,733.3,-0.2041371801850822,-0.353308873488245,736.2666666666665,907.3028578127173
2019-03-01,Diourbel,Essence super (SP95),D07,Énergie,litre,739.9,0.9000409109505059,-0.1080059403267275,736.0,909.7073627191836
2019-04-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.8,-0.5541289363427571,-0.04075533215596172,736.3333333333334,895.9570802512678
2019-05-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.9,0.01359064963306622,0.8082191780821812,737.1999999999999,888.4012427090344
2019-06-01,Diourbel,Essence super (SP95),D07,Énergie,litre,732.3,-0.48919690175296404,-0.8529650690495605,734.6666666666666,878.6658467369259
2019-07-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.7,0.32773453502663585,-0.013609145345661045,734.3000000000001,878.8564832853407
2019-08-01,Diourbel,Essence super (SP95),D07,Énergie,litre,737.3,0.3538859398393823,0.31292517006802356,734.7666666666665,884.8467687820241
2019-09-01,Diourbel,Essence super (SP95),D07,Énergie,litre,732.2,-0.6917130069171162,0.05465974309921684,734.7333333333335,884.3214925109057
2019-10-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.5,0.3141218246380806,-0.850431965442755,734.6666666666666,895.1406535849558
2019-11-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.8,0.0408441116405589,0.0408441116405589,733.8333333333334,903.2766384645947
2019-12-01,Diourbel,Essence super (SP95),D07,Énergie,litre,737.5999999999999,0.3810560696788201,-0.41852301876604825,735.6333333333332,911.5329503089836
2020-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,740.4,0.3796095444685621,0.7621121393576624,737.5999999999999,904.7607705232089
2020-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.2,-0.7023230686115545,0.2591026864857682,737.7333333333332,893.6065132849267
2020-03-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.0,-0.16322089227421843,-0.7974050547371214,736.5333333333334,883.3814838022546
2020-04-01,Diourbel,Essence super (SP95),D07,Énergie,litre,744.1,1.3760217983651346,1.128023919543364,737.7666666666668,884.3162614151817
2020-05-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.8,-1.2498320118263795,-0.1494768310911887,737.6333333333333,863.3361777017591
2020-06-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.5,0.09526401741970503,0.43697938003550707,738.1333333333333,856.3163170489752
2020-07-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.0,-0.06798096532970588,0.04083299305839283,735.1,853.8587540668713
2020-08-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.2,0.027210884353756626,-0.2848230028482224,735.2333333333332,857.1527727602156
2020-09-01,Diourbel,Essence super (SP95),D07,Énergie,litre,736.3,0.14961915125135672,0.5599562960939553,735.5,864.3053490809805
2020-10-01,Diourbel,Essence super (SP95),D07,Énergie,litre,738.8,0.33953551541490157,0.5854322668481959,736.7666666666665,876.1759121575917
2020-11-01,Diourbel,Essence super (SP95),D07,Énergie,litre,737.2,-0.21656740660529472,0.3266194882961537,737.4333333333334,882.4212322882277
2020-12-01,Diourbel,Essence super (SP95),D07,Énergie,litre,739.2,0.27129679869777323,0.21691973969633072,738.4,890.7681375871597
2021-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,739.1,-0.013528138528140499,-0.17558076715288307,738.5,885.2174541886194
2021-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,736.7,-0.32471925314571104,0.20402611534275916,738.3333333333334,877.5714768090152
2021-03-01,Diourbel,Essence super (SP95),D07,Énergie,litre,737.2,0.06787023211618504,0.4359673024523225,737.6666666666666,869.35983115683
2021-04-01,Diourbel,Essence super (SP95),D07,Énergie,litre,739.3,0.2848616386326608,-0.6450745867491059,737.7333333333332,860.6213953286695
2021-05-01,Diourbel,Essence super (SP95),D07,Énergie,litre,732.8,-0.8792100635736544,-0.27218290691344293,736.4333333333334,842.8966212323303
2021-06-01,Diourbel,Essence super (SP95),D07,Énergie,litre,743.4,1.4465065502183405,1.0740992522093817,738.5,847.5572707410884
2021-07-01,Diourbel,Essence super (SP95),D07,Énergie,litre,734.6,-1.1837503362926993,-0.054421768707479945,736.9333333333334,835.6531619480971
2021-08-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.0,0.05445140212361199,-0.027203482045712324,737.6666666666666,837.7962473462405
2021-09-01,Diourbel,Essence super (SP95),D07,Énergie,litre,732.5,-0.3401360544217691,-0.5160939834306655,734.0333333333333,839.6980660350412
2021-10-01,Diourbel,Essence super (SP95),D07,Énergie,litre,735.7,0.4368600682593815,-0.4195993502977724,734.4,849.5543448880728
2021-11-01,Diourbel,Essence super (SP95),D07,Énergie,litre,738.9,0.43495990213400226,0.23060227889311058,735.6999999999999,859.8987866193874
2021-12-01,Diourbel,Essence super (SP95),D07,Énergie,litre,742.7,0.5142779807822517,0.47348484848483974,739.1,868.5322994614236
2022-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,764.0,2.8679143665006013,3.368962251386809,748.5333333333333,875.1763117997978
2022-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,766.8,0.3664921465968529,4.08578797339485,757.8333333333334,863.7928220898239
2022-03-01,Diourbel,Essence super (SP95),D07,Énergie,litre,766.4,-0.052164840897228615,3.9609332609875203,765.7333333333332,846.4656073756313
2022-04-01,Diourbel,Essence super (SP95),D07,Énergie,litre,768.8,0.31315240083507057,3.990261057757327,767.3333333333334,830.0575911620303
2022-05-01,Diourbel,Essence super (SP95),D07,Énergie,litre,772.5,0.48126951092613,5.4175764192139875,769.2333333333332,815.9009390937427
2022-06-01,Diourbel,Essence super (SP95),D07,Énergie,litre,770.4,-0.27184466019417597,3.6319612590798966,770.5666666666666,799.5144149615846
2022-07-01,Diourbel,Essence super (SP95),D07,Énergie,litre,878.5,14.031671858774676,19.588891913966776,807.1333333333333,901.426902659361
2022-08-01,Diourbel,Essence super (SP95),D07,Énergie,litre,881.2,0.307342060330118,19.891156462585037,843.3666666666667,899.1715456637852
2022-09-01,Diourbel,Essence super (SP95),D07,Énergie,litre,881.5,0.03404448479344957,20.341296928327644,880.4,897.8716699187513
2022-10-01,Diourbel,Essence super (SP95),D07,Énergie,litre,879.2,-0.2609188882586433,19.50523311132255,880.6333333333333,895.6741270535019
2022-11-01,Diourbel,Essence super (SP95),D07,Énergie,litre,875.5,-0.42083712465879053,18.486940046014343,878.7333333333335,893.7524712625886
2022-12-01,Diourbel,Essence super (SP95),D07,Énergie,litre,876.5,0.11422044545974508,18.01534940083478,877.0666666666667,912.7082108056403
2023-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,880.1,0.410724472333146,15.196335078534041,877.3666666666667,920.1298488162676
2023-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,883.7,0.409044426769678,15.245174752217029,880.1,915.1664347547722
2023-03-01,Diourbel,Essence super (SP95),D07,Énergie,litre,977.3,10.5918298064954,27.518267223382043,913.6999999999999,999.4255721502526
2023-04-01,Diourbel,Essence super (SP95),D07,Énergie,litre,979.1,0.1841809065793676,27.35431841831426,946.6999999999999,986.5615246337721
2023-05-01,Diourbel,Essence super (SP95),D07,Énergie,litre,982.8,0.3778980696558021,27.223300970873776,979.7333333333332,975.7086219381913
2023-06-01,Diourbel,Essence super (SP95),D07,Énergie,litre,971.5,-1.1497761497761494,26.10332294911735,977.8000000000001,953.7853560279178
2023-07-01,Diourbel,Essence super (SP95),D07,Énergie,litre,976.4,0.5043746783324643,11.143995446784283,976.9,953.9877268814545
2023-08-01,Diourbel,Essence super (SP95),D07,Énergie,litre,986.0,0.9832036050798854,11.892873354516563,977.9666666666666,963.7325884700847
2023-09-01,Diourbel,Essence super (SP95),D07,Énergie,litre,979.3,-0.6795131845841795,11.094724900737374,980.5666666666666,958.9984196610887
2023-10-01,Diourbel,Essence super (SP95),D07,Énergie,litre,973.7,-0.5718370264474526,10.748407643312108,979.6666666666666,957.1451166058037
2023-11-01,Diourbel,Essence super (SP95),D07,Énergie,litre,978.6,0.5032350826743359,11.776127926898926,977.1999999999999,966.4449331626791
2023-12-01,Diourbel,Essence super (SP95),D07,Énergie,litre,982.1,0.3576537911301969,12.047917855105528,978.1333333333333,993.6765293080682
2024-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,968.2,-1.4153344873230833,10.01022611066924,976.3000000000001,988.82942823703
2024-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,978.8,1.0948151208427959,10.761570668778987,976.3666666666668,994.3043245466527
2024-03-01,Diourbel,Essence super (SP95),D07,Énergie,litre,976.7,-0.21454842664486717,-0.06139363552644106,974.5666666666666,983.5332120642018
2024-04-01,Diourbel,Essence super (SP95),D07,Énergie,litre,971.7,-0.5119279205487826,-0.7557961393116153,975.7333333333332,967.9669907736001
2024-05-01,Diourbel,Essence super (SP95),D07,Énergie,litre,978.4,0.6895132242461521,-0.4477004477004498,975.6,963.4071600819917
2024-06-01,Diourbel,Essence super (SP95),D07,Énergie,litre,977.6,-0.08176614881438837,0.6278950077200252,975.9,954.6281825371109
2024-07-01,Diourbel,Essence super (SP95),D07,Énergie,litre,978.0,0.040916530278223284,0.16386726751331793,978.0,951.4102785689216
2024-08-01,Diourbel,Essence super (SP95),D07,Énergie,litre,976.8,-0.12269938650306678,-0.9330628803245533,977.4666666666666,951.571342968418
2024-09-01,Diourbel,Essence super (SP95),D07,Énergie,litre,974.1,-0.27641277641277107,-0.5309915245583552,976.3000000000001,950.7376640895028
2024-10-01,Diourbel,Essence super (SP95),D07,Énergie,litre,972.4,-0.17452006980803736,-0.1335113484646211,974.4333333333334,952.5369806662636
2024-11-01,Diourbel,Essence super (SP95),D07,Énergie,litre,975.4,0.3085150143973703,-0.32699775189045654,973.9666666666667,958.508882341832
2024-12-01,Diourbel,Essence super (SP95),D07,Énergie,litre,981.5,0.6253844576584067,-0.061093574992365784,976.4333333333334,986.6705691707643
2025-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,979.0,-0.25471217524197787,1.1154720099153081,978.6333333333333,990.016021128928
2025-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,977.8,-0.12257405515833097,-0.10216591744993675,979.4333333333333,981.8634112898571
2025-03-01,Diourbel,Essence super (SP95),D07,Énergie,litre,974.1,-0.37840049089792327,-0.2662025186853767,976.9666666666666,967.1760005525085
2025-04-01,Diourbel,Essence super (SP95),D07,Énergie,litre,976.7,0.2669130479416859,0.5145621076463991,976.1999999999999,956.7007430731012
2025-05-01,Diourbel,Essence super (SP95),D07,Énergie,litre,981.0,0.4402580116719568,0.2657399836467622,977.2666666666668,947.9662705599752
2025-06-01,Diourbel,Essence super (SP95),D07,Énergie,litre,980.1,-0.09174311926605228,0.2557283142389455,979.2666666666668,937.8511774691392
2025-07-01,Diourbel,Essence super (SP95),D07,Énergie,litre,976.3,-0.387715539230693,-0.173824130879352,979.1333333333333,928.9666069370223
2025-08-01,Diourbel,Essence super (SP95),D07,Énergie,litre,967.9,-0.8603912731742325,-0.9111384111384124,974.7666666666668,920.7869662061727
2025-09-01,Diourbel,Essence super (SP95),D07,Énergie,litre,975.5,0.7852050831697488,0.1437224104301471,973.2333333333332,929.0575042194639
2025-10-01,Diourbel,Essence super (SP95),D07,Énergie,litre,976.2,0.07175807278319013,0.39078568490333865,973.1999999999999,931.4576070943385
2025-11-01,Diourbel,Essence super (SP95),D07,Énergie,litre,974.6,-0.16390083999180405,-0.08201763379126481,975.4333333333334,933.1381273988573
2025-12-01,Diourbel,Essence super (SP95),D07,Énergie,litre,976.5,0.1949517750872154,-0.5094243504839557,975.7666666666668,956.3822319636204
2026-01-01,Diourbel,Essence super (SP95),D07,Énergie,litre,981.3,0.4915514592933823,0.23493360572011124,977.4666666666667,988.4337178982125
2026-02-01,Diourbel,Essence super (SP95),D07,Énergie,litre,978.0,-0.33628859675939315,0.020454080589082935,978.6,973.368845358684
